fiberlookup_initial,fiberlookup_latency,fiberlookup_stop_latency,fiberlookup_miss_latency,fiberlookup_starting,incr_type,fiberlookup_ii,fiberlookup_numerator_factor,fiberlookup_denominator_factor,diff1,timestamp
1,0,6,0,2,0,1,0,29,13.300000190734863,145581
0,0,0,0,30,2,1,1,30,16.200000762939453,145623
0,0,94,0,2,1,1,0,29,22.899999618530273,145663
0,0,15,0,16,2,1,0,100,3.799999952316284,145702
0,0,13,17,19,0,1,0,100,17.799999237060547,145742
0,0,0,0,16,2,1,1,100,1.0,145782
0,0,0,0,21,1,1,1,100,4.599999904632568,145822
0,0,17,0,7,0,1,0,34,11.199999809265137,145860
0,0,0,17,21,0,1,0,29,19.799999237060547,145900
0,0,102,0,16,1,1,1,79,11.5,145939
0,0,6,0,20,0,1,0,100,1.7000000476837158,145979
0,0,0,0,13,0,1,1,29,2.4000000953674316,146018
0,0,87,0,0,2,1,1,46,20.700000762939453,146059
0,0,0,0,11,1,1,0,17,7.800000190734863,146098
0,0,12,0,29,0,1,0,61,11.300000190734863,146138
0,0,147,17,0,0,1,1,59,19.299999237060547,146176
0,0,0,0,35,1,1,0,100,16.200000762939453,146214
0,0,0,0,30,2,1,0,30,11.199999809265137,146254
0,0,0,0,4,1,1,1,33,9.899999618530273,146301
0,0,0,0,18,0,1,1,100,1.600000023841858,146352
0,0,0,0,32,2,1,0,64,13.199999809265137,146392
0,0,41,0,10,2,1,0,5,11.199999809265137,146433
0,0,15,0,9,1,1,0,100,9.399999618530273,146475
0,0,63,17,0,1,1,1,100,10.100000381469727,146517
0,0,25,17,23,0,1,1,100,25.100000381469727,146564
0,0,4,0,9,0,1,0,1,9.5,146604
0,0,17,0,23,2,1,0,100,5.800000190734863,146644
0,0,0,0,19,0,1,1,67,3.299999952316284,146684
0,0,9,0,21,1,1,0,100,3.0,146724
0,0,0,0,25,2,1,0,100,6.199999809265137,146765
0,0,6,0,2,0,1,0,29,16.299999237060547,146805
0,0,62,0,30,2,1,0,100,17.299999237060547,146844
0,0,0,17,47,1,1,0,100,45.79999923706055,146884
0,0,0,0,16,0,1,0,100,2.799999952316284,146923
0,0,13,17,19,0,1,0,100,17.799999237060547,146963
0,0,17,0,16,0,1,1,100,2.5999999046325684,147004
0,0,24,0,21,2,1,0,100,4.5,147044
0,0,17,0,40,0,1,0,34,22.799999237060547,147085
0,0,0,0,6,0,1,0,29,12.800000190734863,147125
0,0,12,0,16,1,1,1,79,2.5,147164
0,0,0,0,20,2,1,0,100,1.2000000476837158,147203
0,0,0,17,13,1,1,1,100,15.0,147244
0,0,21,0,0,2,1,1,46,14.100000381469727,147283
0,0,6,0,10,0,1,0,17,8.300000190734863,147322
0,0,12,0,14,2,1,0,55,5.099999904632568,147362
0,0,147,17,0,0,1,1,59,19.299999237060547,147401
0,0,0,0,35,1,1,1,100,18.600000381469727,147440
0,0,12,0,16,2,1,0,30,3.5,147481
0,0,0,0,5,1,1,0,33,13.800000190734863,147517
1,0,4,0,18,0,1,1,100,5.099999904632568,147556
0,0,0,0,19,0,1,0,64,0.800000011920929,147595
0,0,41,0,10,2,1,0,78,11.199999809265137,147634
0,0,15,0,9,1,1,0,100,9.399999618530273,147673
0,0,12,17,13,1,1,1,100,15.0,147713
0,0,15,0,9,1,1,0,100,9.399999618530273,147753
0,0,0,17,9,0,1,0,100,9.800000190734863,147792
0,0,17,0,34,2,1,0,100,16.799999237060547,147831
0,0,0,0,16,0,1,1,30,2.799999952316284,147870
0,0,150,0,21,1,1,0,100,17.100000381469727,147908
0,0,0,0,25,2,1,0,1,6.199999809265137,147946
0,0,9,0,2,0,1,0,29,16.0,147986
0,0,2,0,30,0,1,0,100,11.300000190734863,148026
0,0,0,0,2,2,1,0,29,16.799999237060547,148066
0,0,0,7,16,2,1,0,100,4.400000095367432,148103
0,0,0,0,19,0,1,0,100,0.800000011920929,148140
0,0,0,0,26,0,1,0,67,7.199999809265137,148180
0,0,0,0,28,0,1,0,100,9.199999809265137,148219
0,0,17,0,16,0,1,0,100,4.0,148259
0,0,0,0,3,0,1,0,29,15.800000190734863,148300
0,0,12,0,0,1,1,1,100,15.300000190734863,148340
0,0,26,0,20,2,1,0,100,3.700000047683716,148380
0,0,0,0,8,0,1,1,29,5.800000190734863,148422
0,0,21,17,0,1,1,0,46,6.300000190734863,148463
0,0,6,0,13,0,1,1,17,4.5,148503
0,0,12,0,23,2,1,0,55,5.300000190734863,148556
0,0,0,17,0,1,1,1,59,6.199999809265137,148608
0,0,0,0,8,1,1,0,100,10.800000190734863,148649
0,0,0,0,16,2,1,0,30,2.799999952316284,148691
0,0,0,0,4,1,1,0,33,14.800000190734863,148732
0,0,23,0,2,0,1,1,100,14.0,148773
0,0,0,0,19,2,1,0,100,0.800000011920929,148814
0,0,8,0,9,1,1,0,100,9.100000381469727,148853
0,0,15,0,9,1,1,0,1,9.399999618530273,148895
0,0,9,17,24,1,1,1,100,25.200000762939453,148936
0,0,0,0,23,0,1,1,100,6.599999904632568,148979
0,0,4,0,9,0,1,0,100,9.5,149023
0,0,0,0,23,1,1,0,100,4.199999809265137,149071
0,0,0,0,15,0,1,0,55,3.799999952316284,149111
0,0,9,29,21,1,1,1,100,35.400001525878906,149152
0,0,0,0,25,2,1,0,43,6.199999809265137,149190
1,0,6,15,1,0,1,0,1,7.0,149230
0,0,0,0,30,2,1,1,13,20.700000762939453,149270
1,0,14,17,2,1,1,0,29,7.400000095367432,149311
0,0,0,0,3,2,1,0,100,15.800000190734863,149351
0,0,0,0,19,0,1,0,1,0.800000011920929,149391
0,0,0,0,16,0,1,1,100,1.0,149430
0,0,4,0,21,0,1,0,31,2.5,149469
0,0,0,0,21,2,1,0,34,2.200000047683716,149508
0,781,741,0,19,2,83,0,64,14654.599609375,149545
0,0,0,0,21,0,1,1,79,5.0,149584
403,0,0,0,19,2,43,0,64,8396.2001953125,149620
0,0,0,922,19,2,1,0,64,1013.2999877929688,149656
0,0,12,7,16,1,1,1,79,7.400000095367432,149693
0,454,0,0,19,2,1,0,64,453.20001220703125,149729
326,0,0,0,19,2,1,199,64,1382.300048828125,149765
162,456,0,198,19,2,1,0,64,1013.2000122070312,149800
0,0,357,0,19,1,1,0,45,36.400001525878906,149836
554,0,616,0,19,2,1,0,64,1834.5,149871
0,0,0,0,892,2,1,0,64,873.2000122070312,149907
0,0,0,685,19,2,1,0,64,752.5999755859375,149940
865,0,0,0,19,0,83,0,67,16642.599609375,149976
0,0,0,0,19,2,1,134,64,228.8000030517578,150011
0,0,0,0,19,2,27,0,64,4399.39990234375,150047
0,0,23,0,19,1,1,0,64,3.0,150083
0,0,0,0,524,2,1,0,64,505.20001220703125,150119
0,0,694,0,83,2,1,0,64,133.5,150155
0,0,0,788,521,2,1,0,64,1367.9000244140625,150191
0,0,0,801,19,2,1,0,64,880.2000122070312,150226
0,692,0,527,19,2,1,0,85,796.5999755859375,150261
0,0,0,0,19,2,1,200,64,340.5,150295
0,0,164,535,19,2,1,0,64,587.5999755859375,150331
0,0,690,0,19,2,1,0,64,69.69999694824219,150365
0,0,0,0,19,2,4,0,64,507.79998779296875,150401
0,0,328,741,19,2,1,0,64,814.2000122070312,150471
627,0,0,403,19,2,13,0,64,4446.7998046875,150507
0,0,0,0,19,2,1,56,67,92.0999984741211,150544
218,0,449,0,19,2,1,122,64,950.7000122070312,150581
0,0,293,0,19,2,1,0,64,30.0,150617
0,99,0,0,811,2,14,0,64,3089.800048828125,150652
0,0,152,0,605,2,1,0,64,601.2999877929688,150689
0,0,0,904,19,2,1,0,64,993.5,150724
0,0,0,0,167,2,1,0,64,148.1999969482422,150760
583,0,0,0,19,2,1,0,64,1865.800048828125,150796
0,0,0,0,19,2,81,0,64,13536.2001953125,150832
0,178,0,0,19,2,1,0,64,177.1999969482422,150867
922,0,0,0,19,2,1,0,64,2950.60009765625,150903
0,0,0,0,259,2,1,0,64,240.1999969482422,150939
0,448,0,0,19,2,1,0,64,447.20001220703125,150974
966,414,543,0,19,2,1,0,79,3517.300048828125,151011
0,0,0,176,19,2,1,0,6,192.6999969482422,151055
0,544,0,0,19,2,1,0,64,543.2000122070312,151089
0,0,945,0,19,2,55,0,64,9226.0,151125
0,0,0,0,818,2,1,0,64,799.2000122070312,151162
0,407,0,0,19,2,1,0,64,406.20001220703125,151205
0,0,0,302,19,2,1,0,7,331.29998779296875,151241
0,343,0,0,137,2,74,145,64,13058.900390625,151285
0,0,562,0,19,2,1,134,64,284.8999938964844,151329
0,0,744,0,19,2,1,0,64,75.0999984741211,151363
176,0,0,0,19,2,1,161,64,838.2000122070312,151408
0,0,0,0,19,2,1,0,92,0.800000011920929,151443
0,0,0,0,19,2,12,0,93,1861.4000244140625,151487
0,0,0,0,23,2,1,0,100,4.199999809265137,151527
0,0,0,0,19,2,1,135,64,230.39999389648438,151575
0,0,877,610,19,1,1,25,64,740.4000244140625,151612
0,0,0,0,13,0,1,2,29,4.599999904632568,151651
0,0,0,66,19,2,1,169,64,359.6000061035156,151688
439,0,568,0,87,2,1,0,64,1529.699951171875,151729
689,0,0,0,462,2,1,0,64,2648.0,151764
0,0,21,17,8,1,1,0,46,9.5,151802
51,0,0,0,19,2,1,0,41,163.39999389648438,151840
0,849,0,0,19,2,1,0,64,848.2000122070312,151875
0,0,9,0,6,0,1,0,17,12.0,151915
834,0,0,0,19,2,1,0,64,2669.0,151953
0,0,0,0,0,2,1,2,55,13.5,151990
0,0,0,0,19,2,52,0,64,8629.400390625,152028
0,0,0,0,19,2,1,179,64,305.20001220703125,152064
0,0,0,0,19,2,30,0,64,4907.0,152099
0,0,10,17,22,1,1,1,59,24.200000762939453,152139
0,690,0,0,19,2,79,0,64,13886.7998046875,152177
318,584,0,0,19,2,1,0,64,1600.800048828125,152212
0,0,0,0,19,1,1,171,64,291.8999938964844,152249
0,0,0,0,999,2,1,0,64,980.2000122070312,152284
0,0,688,0,19,2,1,0,83,69.5,152319
0,0,0,0,19,1,1,0,64,0.800000011920929,152354
780,0,0,0,19,2,1,109,64,2682.300048828125,152389
0,315,0,0,19,2,1,0,64,314.20001220703125,152425
711,0,0,0,19,2,1,0,64,2275.39990234375,152461
0,615,0,0,19,2,1,0,64,614.2000122070312,152495
201,443,910,0,19,2,1,87,64,1281.0,152531
0,0,0,0,781,2,68,0,64,12098.599609375,152566
0,0,15,0,2,1,1,0,100,15.399999618530273,152604
0,0,0,91,19,2,1,0,89,99.19999694824219,152641
0,0,0,0,19,2,29,178,64,5041.0,152678
0,0,8,0,16,2,1,0,30,3.0999999046325684,152717
0,0,0,0,19,2,1,129,16,877.7000122070312,152754
0,0,0,0,4,0,1,1,33,9.899999618530273,152793
0,874,0,0,19,1,1,0,64,873.2000122070312,152831
183,0,166,133,19,2,1,0,64,734.4000244140625,152866
164,85,0,0,19,2,3,0,64,947.4000244140625,152901
0,0,218,24,47,2,1,30,62,126.30000305175781,152935
0,0,0,0,98,1,1,0,36,79.19999694824219,152972
35,0,54,0,16,2,16,0,64,2651.0,153007
0,0,144,49,19,2,1,0,59,62.599998474121094,153044
0,0,0,130,19,2,1,2,64,147.0,153078
42,147,0,97,61,2,1,48,68,419.8999938964844,153111
1,0,0,0,19,2,1,25,64,46.900001525878906,153145
66,0,0,0,72,2,6,0,64,1110.4000244140625,153181
0,0,0,0,19,2,1,10,64,18.399999618530273,153217
66,0,0,32,19,2,1,0,50,245.5,153253
0,56,113,131,19,2,1,0,64,148.6999969482422,153296
79,0,0,0,19,2,30,8,64,5174.0,153331
0,17,0,0,19,2,1,0,64,16.200000762939453,153367
23,134,0,0,19,2,1,0,64,206.8000030517578,153403
0,0,0,53,107,2,1,0,64,145.39999389648438,153440
0,0,0,0,19,2,1,29,64,50.400001525878906,153475
238,0,0,0,8,2,6,0,64,1596.800048828125,153512
0,0,0,0,11,2,1,6,64,6.0,153558
20,57,0,0,19,2,1,0,64,120.19999694824219,153604
0,0,67,0,19,2,14,0,64,2205.10009765625,153641
19,0,0,84,19,2,1,12,64,173.8000030517578,153682
0,45,0,161,52,2,1,0,64,213.60000610351562,153726
0,0,99,0,19,2,1,2,64,14.899999618530273,153771
15,135,111,0,39,2,1,33,64,259.6000061035156,153808
128,0,0,0,19,2,1,5,64,419.5,153852
41,0,102,0,19,2,3,0,63,479.70001220703125,153887
0,0,0,0,8,2,1,14,60,18.899999618530273,153925
0,0,70,0,112,2,6,0,64,945.5999755859375,153960
0,0,0,0,31,2,3,0,70,350.6000061035156,153995
0,0,0,153,35,2,1,0,52,183.39999389648438,154032
0,0,212,0,19,2,1,12,64,42.79999923706055,154069
0,98,0,31,31,2,17,0,64,2822.60009765625,154103
0,20,41,0,19,2,1,7,64,34.099998474121094,154140
0,0,97,85,19,2,1,0,64,93.9000015258789,154176
26,159,0,19,129,2,1,0,64,355.20001220703125,154213
0,0,0,0,19,2,1,41,64,70.69999694824219,154248
101,0,0,0,19,2,1,15,64,349.70001220703125,154283
0,0,0,0,19,2,8,0,33,1184.5999755859375,154319
0,0,3,0,19,2,1,9,64,16.5,154355
58,4,0,0,19,2,1,0,74,188.8000030517578,154391
0,0,0,0,19,2,1,0,64,0.800000011920929,154426
19,0,0,0,19,2,6,0,64,907.0,154459
0,0,0,96,176,2,1,0,64,261.70001220703125,154494
0,0,126,109,19,2,6,0,64,955.2999877929688,154526
140,37,81,0,97,2,1,0,49,566.5999755859375,154563
0,0,104,0,19,2,1,0,64,11.100000381469727,154598
0,0,0,155,16,2,20,24,64,3371.800048828125,154634
91,0,0,0,19,2,6,38,64,1203.0,154670
115,0,0,0,19,2,4,0,64,875.7999877929688,154705
252,0,117,0,19,2,15,0,64,3185.60009765625,154740
0,0,148,56,19,2,1,0,80,70.0,154776
0,0,0,90,19,2,13,0,64,2096.10009765625,154812
0,0,0,0,17,2,1,37,55,72.5,154847
0,0,0,69,19,2,1,12,64,96.5,154883
0,92,0,194,19,2,7,0,73,1220.5999755859375,154919
221,0,107,0,19,2,1,0,64,718.0,154955
0,56,74,0,108,2,3,0,64,484.20001220703125,154990
18,0,281,0,19,1,5,0,64,762.2000122070312,155025
0,0,0,155,150,2,1,0,64,300.6000061035156,155061
0,138,239,0,19,2,1,9,64,163.39999389648438,155097
51,38,13,51,19,2,10,0,64,1733.4000244140625,155132
89,99,1,144,19,2,1,0,64,452.1000061035156,155168
0,0,0,0,19,2,2,0,64,169.39999389648438,155203
49,0,6,0,27,2,1,0,55,165.5,155239
0,0,129,0,19,2,2,7,68,194.39999389648438,155274
191,117,0,0,19,2,1,0,64,727.4000244140625,155311
44,82,82,86,1,2,1,0,64,224.60000610351562,155347
0,0,0,68,39,2,1,11,64,113.9000015258789,155382
0,0,33,65,126,1,1,0,64,177.60000610351562,155418
0,0,0,0,19,2,9,0,46,1353.800048828125,155453
0,107,134,0,68,2,1,0,64,157.89999389648438,155488
20,0,88,0,52,2,2,22,62,314.6000061035156,155524
58,0,0,0,19,2,1,0,55,185.8000030517578,155559
0,0,0,0,19,1,46,158,64,7883.2998046875,155595
0,0,11,272,19,2,1,0,64,298.29998779296875,155630
0,20,33,0,19,2,1,0,64,20.5,155666
474,618,359,0,19,2,1,0,64,2134.0,155702
0,0,0,0,19,2,39,8,64,6444.0,155738
0,0,70,31,60,2,1,0,64,78.19999694824219,155775
23,0,0,45,19,2,1,0,64,122.19999694824219,155810
0,0,0,736,19,2,1,0,64,808.7000122070312,155846
134,0,0,0,19,2,5,0,59,1105.800048828125,155882
0,0,26,0,19,2,1,0,64,3.299999952316284,155918
562,0,0,829,895,1,81,0,64,16905.400390625,155952
0,0,0,0,19,0,1,0,64,0.800000011920929,155990
106,86,0,0,93,2,3,0,64,836.7999877929688,156026
0,0,0,0,19,2,1,0,64,0.800000011920929,156063
103,0,0,0,202,2,25,0,74,4573.60009765625,156099
3,0,31,0,19,2,3,0,66,351.0,156136
0,0,149,0,19,2,1,0,64,15.600000381469727,156172
0,36,0,0,19,2,1,5,64,44.900001525878906,156208
0,0,0,0,19,2,1,0,66,0.800000011920929,156245
0,0,495,0,19,2,1,0,85,50.20000076293945,156281
0,0,0,0,19,2,1,0,73,0.800000011920929,156317
0,0,43,0,863,2,1,0,64,848.4000244140625,156354
0,0,0,0,19,2,1,0,64,0.800000011920929,156389
51,184,100,0,19,2,1,0,64,346.3999938964844,156422
0,0,0,0,19,1,1,0,64,0.800000011920929,156459
0,0,0,8,54,2,4,13,64,567.9000244140625,156494
0,0,0,177,19,2,1,1,68,196.89999389648438,156529
0,628,0,0,641,2,1,199,64,1588.0999755859375,156566
0,0,0,0,9,0,1,0,100,9.800000190734863,156604
42,209,93,0,20,2,1,10,64,361.79998779296875,156642
0,0,0,0,19,2,1,198,64,337.5,156679
0,0,0,0,19,2,1,13,64,23.299999237060547,156718
575,0,0,0,19,2,1,73,64,1965.0,156754
0,75,0,0,160,2,1,23,63,256.1000061035156,156790
0,0,0,884,19,2,1,0,64,971.5,156823
0,0,0,0,19,2,20,41,15,3513.300048828125,156857
131,91,0,0,137,2,1,6,64,638.5999755859375,156894
0,13,178,0,146,2,1,20,64,190.5,156930
0,0,0,0,499,2,1,0,64,480.20001220703125,156965
0,0,51,0,20,2,1,3,64,12.699999809265137,157000
284,412,0,793,19,2,1,17,40,1868.199951171875,157036
0,0,0,915,789,2,1,0,64,1775.5999755859375,157074
177,0,0,59,81,2,1,0,67,692.4000244140625,157110
0,0,0,910,19,2,1,0,64,1000.0999755859375,157144
6,10,0,0,19,2,9,13,83,1400.300048828125,157180
0,0,0,45,121,2,8,0,64,1316.0999755859375,157215
0,0,0,0,875,2,1,144,64,1101.4000244140625,157251
0,0,0,0,19,2,1,0,64,0.800000011920929,157291
0,0,0,0,19,2,7,16,64,1043.199951171875,157329
0,0,0,0,19,2,1,39,64,67.4000015258789,157364
0,9,236,13,19,2,11,0,64,1724.5,157399
0,0,0,0,19,2,1,0,90,0.800000011920929,157434
982,710,0,0,19,2,1,0,64,3851.60009765625,157470
65,180,0,0,151,2,1,0,64,519.2000122070312,157506
0,0,503,0,19,2,1,0,64,51.0,157541
796,0,0,623,19,1,1,0,64,3231.60009765625,157578
0,0,0,0,37,2,1,0,64,18.200000762939453,157612
0,0,60,0,159,2,1,0,64,146.10000610351562,157649
0,0,0,379,19,2,1,0,64,416.0,157686
0,60,0,0,19,2,14,4,64,2266.699951171875,157723
0,0,0,0,19,2,36,0,2,5922.2001953125,157758
0,786,0,0,19,2,1,0,21,785.2000122070312,157794
0,0,0,0,111,2,8,0,64,1276.5999755859375,157829
0,0,0,0,19,0,1,0,64,0.800000011920929,157865
0,0,25,106,19,2,1,0,64,115.69999694824219,157900
0,0,167,27,19,2,1,0,56,42.900001525878906,157935
0,0,0,0,701,2,1,0,64,682.2000122070312,157971
0,0,0,0,19,2,65,0,64,10829.0,158006
0,0,0,26,37,2,14,0,64,2223.0,158042
239,0,0,0,19,2,1,0,64,765.0,158077
0,143,0,0,19,2,2,0,64,311.3999938964844,158113
0,0,0,0,162,2,1,0,64,143.1999969482422,158150
0,0,0,0,19,2,1,66,64,113.80000305175781,158185
0,0,0,859,19,2,1,0,64,944.0,158228
0,0,70,110,19,2,1,0,64,120.0999984741211,158265
934,0,0,0,548,2,1,0,9,3518.0,158299
0,0,0,0,19,2,11,0,64,1692.199951171875,158334
0,0,0,0,9,1,1,0,100,9.800000190734863,158371
0,295,0,0,19,0,1,0,50,294.20001220703125,158406
0,77,0,0,19,2,1,0,81,76.19999694824219,158443
0,0,0,0,22,2,1,0,49,3.200000047683716,158484
0,0,0,0,19,2,1,117,64,199.60000610351562,158523
0,35,0,17,19,2,9,0,64,1391.199951171875,158563
0,0,0,17,14,1,1,1,100,15.800000190734863,158612
0,0,0,0,9,0,1,0,100,9.800000190734863,158662
0,0,372,0,19,2,1,0,97,37.900001525878906,158697
88,119,0,0,71,2,8,6,62,1647.800048828125,158736
0,0,4,0,9,0,1,0,100,9.5,158775
0,29,96,152,19,2,1,0,64,169.10000610351562,158822
0,397,0,0,722,2,1,0,56,1099.199951171875,158858
0,0,0,920,19,2,89,0,64,15663.099609375,158894
45,0,0,86,47,2,1,3,69,271.79998779296875,158938
0,0,0,0,23,2,1,0,100,4.199999809265137,158981
0,0,0,0,129,1,9,0,64,1463.800048828125,159028
386,0,325,0,19,2,1,0,64,1267.800048828125,159072
0,0,0,0,23,2,1,0,59,4.199999809265137,159107
0,0,0,0,10,2,71,0,64,11835.2001953125,159143
0,0,0,0,15,0,1,0,30,3.799999952316284,159182
0,0,0,0,19,2,1,0,42,0.800000011920929,159218
0,0,0,0,19,2,36,0,64,5922.2001953125,159254
84,136,51,0,19,2,1,20,64,438.79998779296875,159290
0,0,38,0,19,2,1,0,64,4.5,159325
0,0,0,0,19,2,1,0,70,0.800000011920929,159361
0,338,0,0,19,2,15,0,64,2706.0,159397
0,0,917,0,19,1,1,0,64,92.4000015258789,159434
0,0,0,0,19,2,1,13,72,21.100000381469727,159470
0,0,0,823,19,2,1,0,64,904.4000244140625,159504
0,0,9,0,5,1,1,0,100,13.0,159542
0,0,0,0,25,1,1,0,100,6.199999809265137,159581
1,0,6,0,1,0,1,0,1,14.100000381469727,159621
0,0,0,0,27,2,1,0,100,8.199999809265137,159661
1,0,0,17,0,0,1,0,29,7.199999809265137,159703
0,0,0,0,16,2,1,0,1,2.799999952316284,159745
0,0,22,0,19,0,1,2,100,5.800000190734863,159785
0,0,0,0,10,0,1,1,39,4.599999904632568,159826
0,0,0,0,5,0,1,0,100,13.800000190734863,159865
0,0,0,0,21,2,1,0,34,2.200000047683716,159905
0,0,0,0,17,0,1,0,29,1.7999999523162842,159945
0,0,12,0,16,1,1,1,79,2.5,159984
0,0,0,11,20,2,1,0,100,12.199999809265137,160022
0,0,0,0,13,0,1,0,29,5.800000190734863,160064
0,0,21,0,14,1,1,0,46,6.0,160101
0,0,6,0,13,2,1,1,17,4.5,160152
1,0,27,0,13,2,1,0,23,6.599999904632568,160192
0,0,0,17,22,1,1,0,59,20.799999237060547,160231
0,0,0,0,8,1,1,0,100,10.800000190734863,160270
0,0,8,0,16,2,1,0,100,3.0999999046325684,160309
0,0,0,0,25,1,1,1,33,11.100000381469727,160349
0,0,6,30,0,0,1,1,100,18.899999618530273,160388
0,0,4,0,19,2,1,0,64,1.100000023841858,160428
0,0,12,0,5,1,1,0,100,12.699999809265137,160467
0,0,0,0,22,2,1,0,71,3.200000047683716,160504
0,0,12,14,0,1,1,1,100,6.099999904632568,160544
0,0,14,0,23,0,1,0,100,5.5,160584
0,0,0,0,9,0,1,0,100,9.800000190734863,160623
0,0,0,11,23,2,1,0,100,15.199999809265137,160662
0,0,0,0,15,0,1,1,30,2.5999999046325684,160700
0,0,9,0,21,1,1,0,53,3.0,160740
0,0,0,0,25,2,1,0,30,6.199999809265137,160779
1,0,0,0,1,0,1,0,100,14.600000381469727,160818
0,0,0,0,27,0,1,0,100,8.199999809265137,160857
0,0,0,16,0,1,1,0,1,6.5,160904
0,0,0,0,16,1,1,0,100,2.799999952316284,160940
0,0,0,0,19,2,1,0,100,0.800000011920929,160979
0,0,0,0,16,0,1,1,100,1.0,161019
0,0,0,0,21,0,1,0,100,2.200000047683716,161059
0,0,0,0,9,0,1,0,34,9.800000190734863,161100
0,0,0,0,9,0,1,0,29,9.800000190734863,161140
0,0,0,0,16,1,1,0,79,2.799999952316284,161181
0,0,0,0,3,2,1,0,100,15.800000190734863,161222
0,0,0,0,19,0,1,1,92,3.0,161263
0,0,21,0,14,0,1,1,1,105.9000015258789,161309
0,0,0,0,0,0,1,2,17,9.0,161350
0,0,12,0,14,2,1,0,1,5.099999904632568,161400
0,0,0,17,0,1,1,1,1,109.5,161440
0,0,0,0,2,1,1,0,1,16.799999237060547,161481
0,0,4,17,16,0,1,0,30,15.399999618530273,161532
0,0,0,0,4,1,1,0,100,14.800000190734863,161576
0,0,0,9,18,0,1,1,100,10.399999618530273,161617
0,0,0,0,24,2,1,0,64,5.199999809265137,161659
0,0,8,0,21,0,1,0,100,2.9000000953674316,161700
0,0,0,0,22,0,1,0,49,3.200000047683716,161742
0,0,0,17,0,1,1,1,100,5.400000095367432,161783
0,0,0,0,23,0,1,1,100,6.599999904632568,161823
0,0,4,0,14,0,1,0,100,4.5,161863
0,0,0,0,32,1,1,0,100,13.199999809265137,161903
0,0,0,0,15,0,1,1,30,2.5999999046325684,161943
0,0,9,0,21,0,1,0,100,3.0,161984
0,0,0,0,17,2,1,0,100,1.7999999523162842,162024
0,0,6,15,1,0,1,0,1,6.800000190734863,162063
0,0,0,0,27,2,1,0,100,8.199999809265137,162103
0,0,0,17,2,0,1,0,35,5.599999904632568,162142
0,0,0,9,16,2,1,0,100,6.599999904632568,162182
0,0,0,0,19,0,1,0,100,0.800000011920929,162221
0,0,19,0,16,0,1,1,100,2.799999952316284,162262
0,0,0,0,21,0,1,2,100,5.699999809265137,162298
0,0,0,0,21,2,1,0,34,2.200000047683716,162338
0,0,0,0,22,0,1,0,100,3.200000047683716,162377
0,0,4,0,16,1,1,1,79,1.7000000476837158,162418
0,0,0,0,20,0,1,0,100,1.2000000476837158,162459
0,0,0,0,28,0,1,1,29,14.199999809265137,162498
0,0,21,0,14,0,1,0,46,6.0,162537
0,0,0,0,13,0,1,1,17,4.0,162578
0,0,12,0,0,2,1,1,55,14.300000190734863,162618
0,0,5,17,0,1,1,1,59,6.199999809265137,162658
0,0,0,0,8,2,1,1,100,8.399999618530273,162695
0,0,0,0,16,2,1,0,30,2.799999952316284,162735
0,0,0,0,42,1,1,1,33,28.100000381469727,162776
0,0,0,0,18,0,1,1,100,1.600000023841858,162818
0,0,0,0,31,1,1,0,64,12.199999809265137,162855
0,0,0,0,21,0,1,1,100,4.599999904632568,162892
0,0,0,0,22,2,1,0,49,3.200000047683716,162933
0,0,0,0,20,1,1,1,1,109.9000015258789,162973
0,0,0,0,23,1,1,0,100,4.199999809265137,163014
0,0,4,0,27,0,1,0,49,8.5,163054
0,0,0,0,23,1,1,0,97,4.199999809265137,163095
0,0,6,0,8,0,1,1,30,5.300000190734863,163137
0,0,9,0,21,1,1,0,100,3.0,163175
0,0,18,0,17,2,1,0,100,3.299999952316284,163216
0,0,0,15,20,0,1,0,1,16.600000381469727,163265
0,0,0,0,16,2,1,0,100,2.799999952316284,163305
0,0,0,17,3,1,1,0,29,5.400000095367432,163346
0,0,0,8,16,2,1,0,100,5.5,163388
0,0,0,0,36,0,1,0,100,17.200000762939453,163428
0,0,0,0,16,0,1,1,55,1.600000023841858,163471
0,0,5,12,21,0,1,0,100,14.300000190734863,163511
0,0,0,0,21,2,1,0,34,2.200000047683716,163552
0,0,0,0,17,1,1,0,29,1.7999999523162842,163606
0,0,4,0,16,1,1,0,79,2.700000047683716,163652
0,0,0,0,20,0,1,0,100,1.2000000476837158,163695
0,0,0,0,21,0,1,1,5,24.799999237060547,163734
0,0,0,0,14,1,1,0,100,4.800000190734863,163775
0,0,0,0,19,2,1,4,64,8.100000381469727,163810
0,0,3,0,13,0,1,1,17,4.199999809265137,163857
0,0,12,0,14,2,1,1,55,2.700000047683716,163899
0,21,0,0,19,2,1,0,64,20.200000762939453,163940
0,0,254,0,19,2,1,0,64,26.100000381469727,163977
0,0,0,0,601,2,1,0,64,582.2000122070312,164015
0,0,769,0,19,2,64,39,64,10797.5,164059
0,0,0,0,19,2,47,0,64,7783.39990234375,164103
0,0,0,17,0,2,1,1,59,6.199999809265137,164142
0,0,0,681,19,2,1,0,64,748.2000122070312,164179
0,0,485,0,19,2,1,0,86,49.20000076293945,164215
0,0,0,0,926,2,1,0,64,907.2000122070312,164252
662,0,0,409,294,1,1,22,50,2891.199951171875,164290
0,0,0,0,790,2,80,0,82,14138.0,164325
0,0,475,0,19,2,1,0,64,48.20000076293945,164361
